node_id,cycle_id,FFc,dFF,rho_recv,tau,lambda_t_norm,is_attacker
90,21,1.0,0.0,1.0,1.0,0.0044,0
91,21,1.0,0.0,1.0,1.0,0.0044,1
92,21,1.0,0.0,1.0,1.0,0.0044,0
104,21,0.0,0.0,1.0,1.0,0.0044,1
108,21,0.8889,0.2323,1.0,1.0,0.0044,0
109,21,1.0,0.1333,1.0,1.0,0.0044,0
110,21,1.0,0.0,1.0,1.0,0.0044,1
111,21,1.0,0.0,0.4444,1.0,0.0044,0
112,21,1.0,0.0,0.9231,1.0,0.0044,0
113,21,0.04,0.96,0.12,1.0,0.0044,1
118,21,1.0,0.0,1.0,1.0,0.0044,0
122,21,1.0,1.0,1.0,1.0,0.0044,1
123,21,1.0,0.0,1.0,1.0,0.0044,0
129,21,1.0,0.0,1.0,1.0,0.0044,1
130,21,1.0,0.6667,1.0,1.0,0.0044,0
132,21,1.0,0.0,1.0,1.0,0.0044,1
141,21,1.0,0.0,1.0,1.0,0.0044,0
143,21,1.0,0.0,1.0,1.0,0.0044,0
144,21,1.0,0.0,1.0,1.0,0.0044,1
150,21,1.0,0.0,1.0,1.0,0.0044,0
152,21,0.0,0.0,1.0,1.0,0.0044,1
154,21,1.0,0.0,1.0,1.0,0.0044,1
155,21,1.0,0.0,1.0,1.0,0.0044,0
156,21,1.0,0.0,1.0,1.0,0.0044,0
160,21,1.0,0.0,1.0,1.0,0.0044,0
163,21,1.0,0.0,1.0,1.0,0.0044,0
164,21,1.0,0.0,1.0,1.0,0.0044,0
172,21,1.0,0.05,0.8,1.0,0.0044,0
177,21,1.0,0.75,1.0,1.0,0.0044,0
178,21,1.0,0.0,1.0,1.0,0.0044,0
180,21,1.0,0.0,1.0,1.0,0.0044,1
186,21,1.0,0.0,1.0,1.0,0.0044,0
188,21,1.0,0.0,1.0,1.0,0.0044,0
190,21,1.0,0.0,1.0,1.0,0.0044,0
193,21,1.0,0.0,1.0,1.0,0.0044,1
194,21,1.0,0.1333,1.0,1.0,0.0044,0
195,21,1.0,1.0,1.0,1.0,0.0044,1
199,21,1.0,0.0,1.0,1.0,0.0044,0
226,21,1.0,0.0,1.0,1.0,0.0044,1
235,21,1.0,0.0,1.0,1.0,0.0044,0
239,21,1.0,0.0,1.0,1.0,0.0044,0
240,21,1.0,0.0,1.0,1.0,0.0044,0
246,21,1.0,0.0,1.0,1.0,0.0044,0
250,21,1.0,0.0833,1.0,1.0,0.0044,0
251,21,1.0,0.0,1.0,1.0,0.0044,0
257,21,0.0,0.0,1.0,1.0,0.0044,1
258,21,1.0,0.033,0.9286,1.0,0.0044,0
259,21,1.0,0.0,1.0,1.0,0.0044,0
260,21,1.0,0.8889,1.0,1.0,0.0044,0
261,21,1.0,0.2232,1.0,1.0,0.0044,0
268,21,0.0,0.0,1.0,1.0,0.0044,1
293,21,1.0,0.381,1.0,1.0,0.0044,0
295,21,1.0,0.7308,1.0,1.0,0.0044,0
296,21,1.0,1.0,1.0,1.0,0.0044,1
297,21,1.0,0.375,1.0,1.0,0.0044,0
307,21,1.0,0.0,1.0,1.0,0.0044,0
308,21,1.0,0.0,1.0,1.0,0.0044,0
1,22,1.0,0.2182,0.60225,1.0,0.006,0
3,22,1.0,0.2143,1.0,1.0,0.006,1
4,22,1.0,1.0,1.0,1.0,0.006,1
5,22,0.0,0.0,1.0,1.0,0.006,1
6,22,1.0,0.1714,1.0,1.0,0.006,0
8,22,1.0,0.0,1.0,1.0,0.006,0
12,22,0.0,0.0,0.6746000000000001,1.0,0.006,1
14,22,1.0,0.1667,1.0,1.0,0.006,0
19,22,1.0,0.0,1.0,1.0,0.006,1
21,22,1.0,0.8333,1.0,1.0,0.006,0
27,22,0.0,0.0,1.0,1.0,0.006,1
30,22,1.0,0.0,0.8409,1.0,0.006,0
36,22,1.0,0.0,1.0,1.0,0.006,0
39,22,1.0,0.0556,0.8889,1.0,0.006,0
41,22,0.0,0.0,1.0,1.0,0.006,1
45,22,1.0,0.0,1.0,1.0,0.006,0
46,22,1.0,0.35,1.0,1.0,0.006,0
49,22,1.0,0.0,1.0,1.0,0.006,0
52,22,1.0,0.0714,1.0,1.0,0.006,0
54,22,1.0,0.0,1.0,1.0,0.006,0
62,22,1.0,0.875,1.0,1.0,0.006,0
63,22,0.2,0.8,1.0,1.0,0.006,1
64,22,1.0,0.0,1.0,1.0,0.006,0
65,22,1.0,0.0,1.0,1.0,0.006,0
66,22,1.0,0.7,1.0,1.0,0.006,1
75,22,1.0,0.0,1.0,1.0,0.006,0
77,22,1.0,0.8571,1.0,1.0,0.006,1
79,22,1.0,0.0,0.7273,1.0,0.006,0
84,22,1.0,1.0,1.0,1.0,0.006,1
86,22,1.0,0.0,0.5,1.0,0.006,0
90,22,1.0,0.0,1.0,1.0,0.006,0
92,22,1.0,0.0,1.0,1.0,0.006,0
100,22,1.0,0.0,1.0,1.0,0.006,0
101,22,1.0,0.0,0.5,1.0,0.006,0
103,22,1.0,0.75,1.0,1.0,0.006,0
108,22,1.0,0.3117,1.0,1.0,0.006,0
109,22,1.0,0.1333,1.0,1.0,0.006,0
110,22,1.0,0.0,1.0,1.0,0.006,1
111,22,1.0,0.0,1.0,1.0,0.006,0
112,22,1.0,0.0,1.0,1.0,0.006,0
113,22,0.0,0.0,1.0,1.0,0.006,1
122,22,1.0,1.0,1.0,1.0,0.006,1
123,22,1.0,0.0,1.0,1.0,0.006,0
129,22,1.0,0.0,1.0,1.0,0.006,1
134,22,1.0,0.0,1.0,1.0,0.006,0
141,22,1.0,0.0,1.0,1.0,0.006,0
143,22,1.0,0.0,1.0,1.0,0.006,0
150,22,1.0,0.0,1.0,1.0,0.006,0
152,22,0.0,0.0,1.0,1.0,0.006,1
160,22,1.0,0.0,1.0,1.0,0.006,0
161,22,1.0,0.0,1.0,1.0,0.006,1
168,22,1.0,0.3333,0.3,1.0,0.006,1
171,22,1.0,0.0,0.1,1.0,0.006,0
176,22,0.0,0.0,1.0,1.0,0.006,1
180,22,1.0,0.3556,1.0,1.0,0.006,1
188,22,1.0,0.0,1.0,1.0,0.006,0
189,22,1.0,0.0,1.0,1.0,0.006,0
193,22,1.0,0.1667,0.6667,1.0,0.006,1
194,22,1.0,0.8333,1.0,1.0,0.006,0
195,22,1.0,0.0,1.0,1.0,0.006,1
197,22,0.0,0.0,1.0,1.0,0.006,1
198,22,1.0,0.0,1.0,1.0,0.006,0
199,22,1.0,0.0,1.0,1.0,0.006,0
239,22,1.0,0.0,1.0,1.0,0.006,0
240,22,1.0,0.0,1.0,1.0,0.006,0
246,22,1.0,0.0,1.0,1.0,0.006,0
249,22,0.0,0.0,1.0,1.0,0.006,1
250,22,1.0,0.875,1.0,1.0,0.006,0
251,22,1.0,0.0,1.0,1.0,0.006,0
258,22,1.0,0.1319,1.0,1.0,0.006,0
259,22,1.0,0.2841,1.0,1.0,0.006,0
260,22,1.0,0.0808,0.8182,1.0,0.006,0
261,22,1.0,0.098,1.0,1.0,0.006,0
262,22,1.0,0.8333,1.0,1.0,0.006,1
274,22,0.0833,0.25,1.0,1.0,0.006,1
285,22,1.0,0.1154,1.0,1.0,0.006,0
286,22,1.0,0.0,1.0,1.0,0.006,0
295,22,1.0,0.0,0.5,1.0,0.006,0
296,22,1.0,1.0,1.0,1.0,0.006,1
297,22,1.0,0.0,1.0,1.0,0.006,0
298,22,1.0,0.0,1.0,1.0,0.006,0
1,23,1.0,0.0,0.3333,1.0,0.0012,0
3,23,1.0,0.0,1.0,1.0,0.0012,1
4,23,1.0,1.0,0.3636,1.0,0.0012,1
5,23,0.2,0.8,1.0,1.0,0.0012,1
6,23,1.0,0.2778,0.5,1.0,0.0012,0
9,23,1.0,0.0,1.0,1.0,0.0012,1
12,23,0.0,0.0,1.0,1.0,0.0012,1
27,23,0.0,0.0,1.0,1.0,0.0012,1
30,23,1.0,0.0,1.0,1.0,0.0012,0
34,23,0.0,0.0,1.0,1.0,0.0012,1
36,23,1.0,0.0,0.5,1.0,0.0012,0
38,23,1.0,0.0,1.0,1.0,0.0012,0
41,23,0.0,0.0,1.0,1.0,0.0012,1
42,23,1.0,0.0,1.0,1.0,0.0012,0
46,23,1.0,0.1333,1.0,1.0,0.0012,0
50,23,1.0,0.0,1.0,1.0,0.0012,0
51,23,1.0,0.0,1.0,1.0,0.0012,0
52,23,1.0,0.0,1.0,1.0,0.0012,0
56,23,1.0,0.0,1.0,1.0,0.0012,0
60,23,1.0,0.0,1.0,1.0,0.0012,0
63,23,1.0,0.0,1.0,1.0,0.0012,1
64,23,1.0,0.1667,1.0,1.0,0.0012,0
67,23,1.0,0.0,1.0,1.0,0.0012,0
75,23,1.0,0.3333,1.0,1.0,0.0012,0
77,23,1.0,1.0,1.0,1.0,0.0012,1
78,23,1.0,0.6667,1.0,1.0,0.0012,0
79,23,1.0,0.0,0.7778,1.0,0.0012,0
84,23,1.0,0.0,1.0,1.0,0.0012,1
86,23,1.0,0.0,0.619,1.0,0.0012,0
101,23,1.0,0.0,0.25,1.0,0.0012,0
106,23,1.0,1.0,1.0,1.0,0.0012,1
108,23,1.0,0.1071,1.0,1.0,0.0012,0
109,23,1.0,0.8,1.0,1.0,0.0012,0
110,23,1.0,0.0,1.0,1.0,0.0012,1
111,23,1.0,0.0,1.0,1.0,0.0012,0
112,23,1.0,0.0,1.0,1.0,0.0012,0
118,23,1.0,0.0,1.0,1.0,0.0012,0
122,23,1.0,0.0,1.0,1.0,0.0012,1
123,23,1.0,0.8,1.0,1.0,0.0012,0
125,23,1.0,0.0,1.0,1.0,0.0012,0
129,23,1.0,0.0,1.0,1.0,0.0012,1
132,23,1.0,0.0,1.0,1.0,0.0012,1
136,23,1.0,0.0,1.0,1.0,0.0012,1
141,23,1.0,0.75,1.0,1.0,0.0012,0
142,23,1.0,0.0,1.0,1.0,0.0012,0
143,23,1.0,0.0,1.0,1.0,0.0012,0
147,23,1.0,0.1333,1.0,1.0,0.0012,0
152,23,0.25,0.125,1.0,1.0,0.0012,1
154,23,1.0,0.0,1.0,1.0,0.0012,1
155,23,1.0,0.0,1.0,1.0,0.0012,0
159,23,1.0,0.3,1.0,1.0,0.0012,0
165,23,1.0,0.4,1.0,1.0,0.0012,0
177,23,1.0,0.1667,1.0,1.0,0.0012,0
188,23,1.0,0.0,1.0,1.0,0.0012,0
189,23,1.0,0.0,1.0,1.0,0.0012,0
190,23,1.0,0.6,1.0,1.0,0.0012,0
193,23,1.0,0.8333,1.0,1.0,0.0012,1
194,23,1.0,0.1071,1.0,1.0,0.0012,0
195,23,1.0,1.0,1.0,1.0,0.0012,1
197,23,0.0,0.0,0.2222,1.0,0.0012,1
227,23,1.0,0.0,1.0,1.0,0.0012,0
229,23,1.0,0.0,1.0,1.0,0.0012,0
236,23,0.0,0.0,1.0,1.0,0.0012,1
237,23,1.0,0.0,1.0,1.0,0.0012,0
238,23,1.0,0.3214,1.0,1.0,0.0012,0
239,23,1.0,0.0,1.0,1.0,0.0012,0
240,23,1.0,0.8,1.0,1.0,0.0012,0
250,23,1.0,0.8571,1.0,1.0,0.0012,0
251,23,1.0,0.0,1.0,1.0,0.0012,0
258,23,1.0,0.375,1.0,1.0,0.0012,0
259,23,1.0,0.3556,1.0,1.0,0.0012,0
260,23,1.0,0.0,1.0,1.0,0.0012,0
261,23,1.0,0.0375,0.9375,1.0,0.0012,0
262,23,1.0,0.8,1.0,1.0,0.0012,1
270,23,1.0,0.75,1.0,1.0,0.0012,0
295,23,1.0,0.0,1.0,1.0,0.0012,0
296,23,0.9,0.1,0.5,1.0,0.0012,1
306,23,1.0,0.0,1.0,1.0,0.0012,0
307,23,1.0,0.0,0.96,1.0,0.0012,0
1,24,1.0,0.0,0.3333,1.0,0.0056,0
2,24,1.0,0.0,1.0,1.0,0.0056,1
3,24,1.0,0.0,1.0,1.0,0.0056,1
5,24,0.0,0.0,1.0,1.0,0.0056,1
6,24,1.0,0.1667,1.0,1.0,0.0056,0
12,24,0.038450000000000005,0.3901,0.8846,1.0,0.0056,1
22,24,1.0,0.0,1.0,1.0,0.0056,1
23,24,1.0,0.0,1.0,1.0,0.0056,0
27,24,0.0,0.0,1.0,1.0,0.0056,1
30,24,1.0,0.0,0.6667,1.0,0.0056,0
31,24,1.0,1.0,1.0,1.0,0.0056,1
34,24,0.0,0.0,1.0,1.0,0.0056,1
38,24,1.0,0.0,1.0,1.0,0.0056,0
41,24,0.0,0.0,1.0,1.0,0.0056,1
42,24,1.0,0.0,1.0,1.0,0.0056,0
51,24,1.0,0.0476,0.8571,1.0,0.0056,0
57,24,1.0,0.1385,0.5846,1.0,0.0056,0
62,24,1.0,0.0,1.0,1.0,0.0056,0
63,24,0.0,0.0,1.0,1.0,0.0056,1
64,24,1.0,0.0833,1.0,1.0,0.0056,0
67,24,1.0,0.0,1.0,1.0,0.0056,0
73,24,1.0,0.0,0.8,1.0,0.0056,0
75,24,1.0,0.3333,1.0,1.0,0.0056,0
79,24,1.0,0.0,1.0,1.0,0.0056,0
84,24,0.97725,0.6212,1.0,1.0,0.0056,1
94,24,1.0,0.0,1.0,1.0,0.0056,0
108,24,1.0,0.0,1.0,1.0,0.0056,0
109,24,1.0,0.1667,0.6667,1.0,0.0056,0
110,24,1.0,0.0,1.0,1.0,0.0056,1
111,24,1.0,0.0,1.0,1.0,0.0056,0
112,24,1.0,0.0,1.0,1.0,0.0056,0
118,24,1.0,0.0,1.0,1.0,0.0056,0
121,24,1.0,0.0,1.0,1.0,0.0056,0
122,24,1.0,0.0,1.0,1.0,0.0056,1
123,24,1.0,0.2667,1.0,1.0,0.0056,0
130,24,1.0,0.5455,1.0,1.0,0.0056,0
132,24,1.0,0.0,1.0,1.0,0.0056,1
134,24,1.0,0.0,1.0,1.0,0.0056,0
139,24,1.0,0.0,1.0,1.0,0.0056,0
143,24,1.0,0.0,1.0,1.0,0.0056,0
152,24,0.0,0.0,0.7778,1.0,0.0056,1
154,24,1.0,0.0,1.0,1.0,0.0056,1
155,24,1.0,0.0,1.0,1.0,0.0056,0
159,24,1.0,0.6667,1.0,1.0,0.0056,0
165,24,1.0,0.4,1.0,1.0,0.0056,0
166,24,1.0,0.0,1.0,1.0,0.0056,1
171,24,1.0,0.0,1.0,1.0,0.0056,0
184,24,1.0,0.1333,1.0,1.0,0.0056,0
188,24,1.0,0.0,1.0,1.0,0.0056,0
189,24,1.0,0.0,1.0,1.0,0.0056,0
193,24,1.0,0.3571,1.0,1.0,0.0056,1
194,24,1.0,0.0,1.0,1.0,0.0056,0
198,24,1.0,0.0,1.0,1.0,0.0056,0
236,24,0.0,0.0,1.0,1.0,0.0056,1
237,24,1.0,0.0,1.0,1.0,0.0056,0
238,24,1.0,0.0,1.0,1.0,0.0056,0
239,24,1.0,0.0,1.0,1.0,0.0056,0
240,24,1.0,0.0,1.0,1.0,0.0056,0
249,24,0.0,0.0,1.0,1.0,0.0056,1
250,24,1.0,0.1667,1.0,1.0,0.0056,0
251,24,1.0,0.0,1.0,1.0,0.0056,0
259,24,1.0,0.7333,1.0,1.0,0.0056,0
260,24,1.0,0.3889,1.0,1.0,0.0056,0
261,24,1.0,0.3175,1.0,1.0,0.0056,0
262,24,1.0,0.9167,0.975,1.0,0.0056,1
263,24,1.0,0.0,1.0,1.0,0.0056,0
272,24,1.0,0.1667,1.0,1.0,0.0056,0
273,24,1.0,0.3214,1.0,1.0,0.0056,0
274,24,1.0,0.6667,1.0,1.0,0.0056,1
1,25,1.0,0.0,0.3333,1.0,0.004,0
2,25,1.0,0.0,1.0,1.0,0.004,1
3,25,1.0,0.0,1.0,1.0,0.004,1
5,25,0.0,0.0,1.0,1.0,0.004,1
6,25,1.0,0.0,1.0,1.0,0.004,0
12,25,0.1,0.8,1.0,1.0,0.004,1
27,25,0.0,0.0,1.0,1.0,0.004,1
30,25,1.0,0.0,0.2857,1.0,0.004,0
38,25,1.0,0.0,1.0,1.0,0.004,0
41,25,0.0,0.0,1.0,1.0,0.004,1
42,25,1.0,0.0,1.0,1.0,0.004,0
52,25,1.0,0.0,1.0,1.0,0.004,0
57,25,1.0,0.2286,1.0,1.0,0.004,0
62,25,1.0,0.0,0.5714,1.0,0.004,0
64,25,1.0,0.25,1.0,1.0,0.004,0
67,25,1.0,0.0,1.0,1.0,0.004,0
79,25,1.0,0.1667,1.0,1.0,0.004,0
84,25,1.0,0.4,1.0,1.0,0.004,1
94,25,1.0,0.5385,1.0,1.0,0.004,0
101,25,1.0,0.0,1.0,1.0,0.004,0
109,25,1.0,0.8,1.0,1.0,0.004,0
110,25,1.0,0.0,1.0,1.0,0.004,1
111,25,1.0,0.0,1.0,1.0,0.004,0
112,25,1.0,0.8,1.0,1.0,0.004,0
118,25,1.0,0.0,1.0,1.0,0.004,0
122,25,1.0,1.0,1.0,1.0,0.004,1
123,25,1.0,0.0,1.0,1.0,0.004,0
132,25,1.0,0.0,1.0,1.0,0.004,1
139,25,1.0,0.1143,0.7143,1.0,0.004,0
143,25,1.0,0.0,1.0,1.0,0.004,0
150,25,1.0,0.0,1.0,1.0,0.004,0
152,25,0.0,0.0,1.0,1.0,0.004,1
154,25,1.0,0.0,1.0,1.0,0.004,1
155,25,1.0,0.0,1.0,1.0,0.004,0
159,25,1.0,0.625,1.0,1.0,0.004,0
161,25,1.0,0.0,1.0,1.0,0.004,1
168,25,1.0,1.0,0.5,1.0,0.004,1
171,25,1.0,0.0,1.0,1.0,0.004,0
180,25,1.0,0.0,1.0,1.0,0.004,1
188,25,1.0,0.0,1.0,1.0,0.004,0
189,25,1.0,0.75,1.0,1.0,0.004,0
193,25,1.0,0.0,1.0,1.0,0.004,1
197,25,0.0,0.0,1.0,1.0,0.004,1
198,25,1.0,0.0,1.0,1.0,0.004,0
239,25,1.0,0.0,1.0,1.0,0.004,0
240,25,1.0,0.0,1.0,1.0,0.004,0
249,25,0.0,0.0,1.0,1.0,0.004,1
250,25,1.0,0.0237,1.0,1.0,0.004,0
251,25,1.0,0.0,1.0,1.0,0.004,0
258,25,1.0,0.8889,1.0,1.0,0.004,0
259,25,1.0,0.6842,1.0,1.0,0.004,0
260,25,1.0,0.4091,1.0,1.0,0.004,0
261,25,1.0,0.2614,1.0,1.0,0.004,0
271,25,1.0,0.0,1.0,1.0,0.004,0
272,25,1.0,0.2882,1.0,1.0,0.004,0
274,25,0.0,0.0,0.5714,1.0,0.004,1
296,25,1.0,0.5417,1.0,1.0,0.004,1
1,26,1.0,0.0,0.3333,1.0,0.0108,0
2,26,1.0,0.0,1.0,1.0,0.0108,1
3,26,1.0,0.0,0.25,1.0,0.0108,1
4,26,1.0,0.0,0.5556,1.0,0.0108,1
6,26,1.0,0.2273,0.5455,1.0,0.0108,0
8,26,1.0,0.0,1.0,1.0,0.0108,0
12,26,0.0,0.0,1.0,1.0,0.0108,1
21,26,1.0,0.0714,0.875,1.0,0.0108,0
23,26,1.0,0.0,1.0,1.0,0.0108,0
27,26,0.0,0.0,1.0,1.0,0.0108,1
30,26,1.0,0.0,1.0,1.0,0.0108,0
31,26,1.0,1.0,0.8333,1.0,0.0108,1
34,26,0.0,0.0,1.0,1.0,0.0108,1
38,26,1.0,0.0,1.0,1.0,0.0108,0
41,26,0.0,0.0,1.0,1.0,0.0108,1
42,26,1.0,0.0,1.0,1.0,0.0108,0
45,26,1.0,0.0,0.9643,1.0,0.0108,0
46,26,1.0,0.2667,1.0,1.0,0.0108,0
51,26,1.0,0.1333,0.6,1.0,0.0108,0
57,26,1.0,0.0,1.0,1.0,0.0108,0
63,26,0.0,0.0,1.0,1.0,0.0108,1
64,26,1.0,0.1,1.0,1.0,0.0108,0
67,26,1.0,0.0,1.0,1.0,0.0108,0
73,26,1.0,0.15,0.625,1.0,0.0108,0
75,26,1.0,0.125,1.0,1.0,0.0108,0
79,26,1.0,0.2143,0.5,1.0,0.0108,0
90,26,1.0,0.0,1.0,1.0,0.0108,0
92,26,0.9643,0.0172,0.9643,1.0,0.0108,0
94,26,1.0,0.125,0.75,1.0,0.0108,0
109,26,1.0,0.1607,0.5714,1.0,0.0108,0
110,26,1.0,0.0,1.0,1.0,0.0108,1
111,26,1.0,0.0,1.0,1.0,0.0108,0
112,26,1.0,0.0,1.0,1.0,0.0108,0
118,26,1.0,0.0,1.0,1.0,0.0108,0
121,26,1.0,0.1364,0.7273,1.0,0.0108,0
122,26,1.0,1.0,1.0,1.0,0.0108,1
123,26,1.0,0.0,1.0,1.0,0.0108,0
127,26,0.0,0.0,1.0,1.0,0.0108,1
129,26,1.0,0.0,1.0,1.0,0.0108,1
132,26,1.0,0.0,1.0,1.0,0.0108,1
133,26,1.0,0.75,0.5,1.0,0.0108,1
139,26,1.0,0.0,1.0,1.0,0.0108,0
141,26,1.0,0.0,1.0,1.0,0.0108,0
143,26,1.0,0.0,1.0,1.0,0.0108,0
152,26,0.0,0.0,1.0,1.0,0.0108,1
154,26,1.0,0.0,1.0,1.0,0.0108,1
159,26,1.0,0.0,1.0,1.0,0.0108,0
160,26,1.0,0.1778,0.5556,1.0,0.0108,0
165,26,1.0,0.0,1.0,1.0,0.0108,0
168,26,1.0,1.0,1.0,1.0,0.0108,1
171,26,1.0,0.1604,0.6471,1.0,0.0108,0
186,26,1.0,0.25,1.0,1.0,0.0108,0
188,26,1.0,0.0,1.0,1.0,0.0108,0
189,26,1.0,0.3,1.0,1.0,0.0108,0
193,26,1.0,0.0,1.0,1.0,0.0108,1
194,26,1.0,0.0,1.0,1.0,0.0108,0
198,26,1.0,0.0,1.0,1.0,0.0108,0
239,26,1.0,0.0,1.0,1.0,0.0108,0
240,26,1.0,0.0,1.0,1.0,0.0108,0
250,26,1.0,0.55,1.0,1.0,0.0108,0
251,26,1.0,0.0,1.0,1.0,0.0108,0
258,26,1.0,0.0,1.0,1.0,0.0108,0
259,26,1.0,0.0,1.0,1.0,0.0108,0
260,26,1.0,0.2424,1.0,1.0,0.0108,0
261,26,1.0,0.2841,1.0,1.0,0.0108,0
272,26,1.0,0.0,1.0,1.0,0.0108,0
273,26,1.0,0.0,1.0,1.0,0.0108,0
283,26,1.0,0.0,1.0,1.0,0.0108,0
284,26,1.0,0.0,1.0,1.0,0.0108,0
286,26,1.0,0.0,1.0,1.0,0.0108,0
1,27,1.0,0.0,0.6,1.0,0.0048,0
6,27,1.0,0.0,1.0,1.0,0.0048,0
12,27,0.2,0.8,0.5,1.0,0.0048,1
21,27,1.0,0.0,1.0,1.0,0.0048,0
27,27,0.3333,0.6667,1.0,1.0,0.0048,1
30,27,1.0,0.0,1.0,1.0,0.0048,0
34,27,0.0,0.0,1.0,1.0,0.0048,1
38,27,1.0,0.0,1.0,1.0,0.0048,0
41,27,0.11109999999999999,0.3889,0.8889,1.0,0.0048,1
42,27,1.0,0.0,1.0,1.0,0.0048,0
46,27,1.0,0.6667,1.0,1.0,0.0048,0
63,27,0.0,0.0,1.0,1.0,0.0048,1
64,27,1.0,0.1333,1.0,1.0,0.0048,0
67,27,1.0,0.0,1.0,1.0,0.0048,0
75,27,1.0,0.0,1.0,1.0,0.0048,0
79,27,1.0,0.1714,1.0,1.0,0.0048,0
84,27,1.0,0.8333,0.93045,1.0,0.0048,1
109,27,1.0,0.375,1.0,1.0,0.0048,0
110,27,1.0,0.0,1.0,1.0,0.0048,1
111,27,1.0,0.0,1.0,1.0,0.0048,0
112,27,1.0,0.8,1.0,1.0,0.0048,0
118,27,1.0,0.0,1.0,1.0,0.0048,0
122,27,1.0,1.0,1.0,1.0,0.0048,1
123,27,1.0,0.0,1.0,1.0,0.0048,0
125,27,1.0,0.0,1.0,1.0,0.0048,0
130,27,1.0,0.3571,1.0,1.0,0.0048,0
132,27,1.0,0.0,1.0,1.0,0.0048,1
141,27,1.0,0.0,1.0,1.0,0.0048,0
143,27,1.0,0.0,1.0,1.0,0.0048,0
152,27,0.0,0.0,1.0,1.0,0.0048,1
154,27,1.0,0.0,1.0,1.0,0.0048,1
155,27,1.0,0.0,1.0,1.0,0.0048,0
159,27,1.0,0.0,1.0,1.0,0.0048,0
183,27,0.0,0.0,1.0,1.0,0.0048,1
188,27,1.0,0.0,1.0,1.0,0.0048,0
189,27,1.0,0.3333,1.0,1.0,0.0048,0
193,27,1.0,0.0,1.0,1.0,0.0048,1
194,27,1.0,0.0,1.0,1.0,0.0048,0
198,27,1.0,0.0,1.0,1.0,0.0048,0
239,27,1.0,0.0,1.0,1.0,0.0048,0
240,27,1.0,0.0,1.0,1.0,0.0048,0
247,27,1.0,0.3214,1.0,1.0,0.0048,0
250,27,1.0,0.5217,1.0,1.0,0.0048,0
251,27,1.0,0.8,1.0,1.0,0.0048,0
252,27,1.0,0.0,1.0,1.0,0.0048,0
258,27,1.0,0.2182,1.0,1.0,0.0048,0
259,27,1.0,0.2895,1.0,1.0,0.0048,0
260,27,1.0,0.4091,1.0,1.0,0.0048,0
261,27,1.0,0.2431,1.0,1.0,0.0048,0
262,27,1.0,0.625,0.625,1.0,0.0048,1
263,27,0.96,0.04,0.44,1.0,0.0048,0
273,27,1.0,0.9,1.0,1.0,0.0048,0
274,27,0.12,0.88,0.52,1.0,0.0048,1
285,27,1.0,0.0,1.0,1.0,0.0048,0
296,27,1.0,0.0,1.0,1.0,0.0048,1
